bank_transaction_id,account_id,transaction_date,value_date,amount,currency,direction,transaction_type,description,reference_id,counterparty_id,status
BANK_000026,BANK_002,2025-09-05T19:24:28,2025-09-05T19:24:28,49916.07,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000002,SET_000002,PAYFLOW,POSTED
BANK_000027,BANK_002,2025-09-05T19:32:37,2025-09-05T19:32:37,799.98,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000113,REF_000113,CUST_003635,POSTED
BANK_000028,BANK_002,2025-09-05T20:10:26,2025-09-05T20:10:26,671.07,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000284,REF_000284,CUST_003214,POSTED
BANK_000029,BANK_002,2025-09-05T21:23:13,2025-09-05T21:23:13,43007.23,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000007,SET_000007,PAYFLOW,POSTED
BANK_000030,BANK_002,2025-09-05T21:53:00,2025-09-05T21:53:00,38757.22,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000037,SET_000037,PAYFLOW,POSTED
BANK_000031,BANK_002,2025-09-05T22:04:10,2025-09-05T22:04:10,34808.10,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000001,SET_000001,PAYFLOW,POSTED
BANK_000032,BANK_002,2025-09-05T22:46:39,2025-09-05T22:46:39,722.16,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000345,REF_000345,CUST_005268,POSTED
BANK_000033,BANK_002,2025-09-05T23:21:15,2025-09-05T23:21:15,28082.74,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000009,SET_000009,PAYFLOW,POSTED
BANK_000034,BANK_002,2025-09-05T23:49:18,2025-09-05T23:49:18,54815.56,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000004,SET_000004,PAYFLOW,POSTED
BANK_000035,BANK_002,2025-09-05T23:55:48,2025-09-05T23:55:48,51499.83,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000039,SET_000039,PAYFLOW,POSTED
BANK_000036,BANK_002,2025-09-06T01:11:42,2025-09-06T01:11:42,826.00,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000142,REF_000142,CUST_005242,POSTED
BANK_000037,BANK_002,2025-09-06T01:27:52,2025-09-06T01:27:52,2302.37,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000149,REF_000149,CUST_007543,POSTED
BANK_000038,BANK_002,2025-09-06T02:17:54,2025-09-06T02:17:54,43016.95,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000008,SET_000008,PAYFLOW,POSTED
BANK_000039,BANK_002,2025-09-06T05:56:29,2025-09-06T05:56:29,47768.84,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000030,SET_000030,PAYFLOW,POSTED
BANK_000040,BANK_002,2025-09-06T06:54:53,2025-09-06T06:54:53,39290.68,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000042,SET_000042,PAYFLOW,POSTED
BANK_000041,BANK_002,2025-09-06T09:56:49,2025-09-06T09:56:49,60793.34,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000021,SET_000021,PAYFLOW,POSTED
BANK_000042,BANK_002,2025-09-06T15:21:39,2025-09-06T15:21:39,754.93,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000015,REF_000015,CUST_003832,POSTED
BANK_000043,BANK_002,2025-09-06T16:41:26,2025-09-06T16:41:26,579.38,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000301,REF_000301,CUST_002657,POSTED
BANK_000044,BANK_002,2025-09-06T16:54:26,2025-09-06T16:54:26,45442.76,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000035,SET_000035,PAYFLOW,POSTED
BANK_000045,BANK_002,2025-09-06T19:58:45,2025-09-06T19:58:45,41635.04,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000023,SET_000023,PAYFLOW,POSTED
BANK_000046,BANK_002,2025-09-07T00:47:43,2025-09-07T00:47:43,41585.58,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000017,SET_000017,PAYFLOW,POSTED
BANK_000047,BANK_002,2025-09-07T01:03:13,2025-09-07T01:03:13,902.30,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000014,REF_000014,CUST_003034,POSTED
BANK_000048,BANK_002,2025-09-07T01:14:34,2025-09-07T01:14:34,1224.49,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000041,REF_000041,CUST_005867,POSTED
BANK_000049,BANK_002,2025-09-07T01:54:57,2025-09-07T01:54:57,34336.06,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000024,SET_000024,PAYFLOW,POSTED
BANK_000050,BANK_002,2025-09-07T02:30:17,2025-09-07T02:30:17,52871.16,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000029,SET_000029,PAYFLOW,POSTED
BANK_000051,BANK_002,2025-09-07T02:59:23,2025-09-07T02:59:23,1071.44,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000154,REF_000154,CUST_000521,POSTED
BANK_000052,BANK_002,2025-09-07T03:41:46,2025-09-07T03:41:46,52973.65,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000027,SET_000027,PAYFLOW,POSTED
BANK_000053,BANK_002,2025-09-07T05:14:08,2025-09-07T05:14:08,34196.94,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000028,SET_000028,PAYFLOW,POSTED
BANK_000054,BANK_002,2025-09-07T06:18:58,2025-09-07T06:18:58,35783.79,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000054,SET_000054,PAYFLOW,POSTED
BANK_000055,BANK_002,2025-09-07T11:58:18,2025-09-07T11:58:18,1214.64,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000098,REF_000098,CUST_004120,POSTED
BANK_000056,BANK_002,2025-09-07T13:44:41,2025-09-07T13:44:41,415.42,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000374,REF_000374,CUST_003530,POSTED
BANK_000057,BANK_002,2025-09-07T17:12:30,2025-09-07T17:12:30,26386.07,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000044,SET_000044,PAYFLOW,POSTED
BANK_000058,BANK_002,2025-09-07T19:34:37,2025-09-07T19:34:37,43819.80,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000045,SET_000045,PAYFLOW,POSTED
BANK_000059,BANK_002,2025-09-07T20:14:44,2025-09-07T20:14:44,37093.16,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000034,SET_000034,PAYFLOW,POSTED
BANK_000060,BANK_002,2025-09-07T20:42:55,2025-09-07T20:42:55,41165.76,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000038,SET_000038,PAYFLOW,POSTED
BANK_000061,BANK_002,2025-09-07T23:10:15,2025-09-07T23:10:15,390.58,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000077,REF_000077,CUST_004275,POSTED
BANK_000062,BANK_002,2025-09-08T00:28:19,2025-09-08T00:28:19,294.94,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000308,REF_000308,CUST_002987,POSTED
BANK_000063,BANK_002,2025-09-08T00:55:39,2025-09-08T00:55:39,715.62,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000209,REF_000209,CUST_008211,POSTED
BANK_000064,BANK_002,2025-09-08T01:38:57,2025-09-08T01:38:57,40282.41,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000031,SET_000031,PAYFLOW,POSTED
BANK_000065,BANK_002,2025-09-08T01:52:05,2025-09-08T01:52:05,22020.08,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000036,SET_000036,PAYFLOW,POSTED
BANK_000066,BANK_002,2025-09-08T02:35:28,2025-09-08T02:35:28,44290.69,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000051,SET_000051,PAYFLOW,POSTED
BANK_000067,BANK_002,2025-09-08T02:39:29,2025-09-08T02:39:29,848.02,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000009,REF_000009,CUST_000566,POSTED
BANK_000068,BANK_002,2025-09-08T05:05:36,2025-09-08T05:05:36,283.67,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000404,REF_000404,CUST_005271,POSTED
BANK_000069,BANK_002,2025-09-08T06:22:01,2025-09-08T06:22:01,354.13,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000189,REF_000189,CUST_007514,POSTED
BANK_000070,BANK_002,2025-09-08T16:53:01,2025-09-08T16:53:01,36130.62,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000033,SET_000033,PAYFLOW,POSTED
BANK_000071,BANK_002,2025-09-08T18:03:13,2025-09-08T18:03:13,41973.61,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000046,SET_000046,PAYFLOW,POSTED
BANK_000072,BANK_002,2025-09-08T18:09:49,2025-09-08T18:09:49,35931.58,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000047,SET_000047,PAYFLOW,POSTED
BANK_000073,BANK_002,2025-09-08T21:52:45,2025-09-08T21:52:45,46357.08,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000040,SET_000040,PAYFLOW,POSTED
BANK_000074,BANK_002,2025-09-08T22:29:11,2025-09-08T22:29:11,38880.96,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000066,SET_000066,PAYFLOW,POSTED
BANK_000075,BANK_002,2025-09-08T23:10:06,2025-09-08T23:10:06,32735.37,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000052,SET_000052,PAYFLOW,POSTED
BANK_000076,BANK_002,2025-09-08T23:24:23,2025-09-08T23:24:23,39088.06,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000053,SET_000053,PAYFLOW,POSTED
BANK_000077,BANK_002,2025-09-08T23:51:13,2025-09-08T23:51:13,44338.68,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000071,SET_000071,PAYFLOW,POSTED
BANK_000078,BANK_002,2025-09-09T02:11:31,2025-09-09T02:11:31,1306.26,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000184,REF_000184,CUST_005333,POSTED
BANK_000079,BANK_002,2025-09-09T02:16:29,2025-09-09T02:16:29,2073.85,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000264,REF_000264,CUST_001477,POSTED
BANK_000080,BANK_002,2025-09-09T02:25:58,2025-09-09T02:25:58,28991.95,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000043,SET_000043,PAYFLOW,POSTED
BANK_000081,BANK_002,2025-09-09T03:55:22,2025-09-09T03:55:22,32942.83,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000060,SET_000060,PAYFLOW,POSTED
BANK_000082,BANK_002,2025-09-09T04:20:04,2025-09-09T04:20:04,30750.07,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000041,SET_000041,PAYFLOW,POSTED
BANK_000083,BANK_002,2025-09-09T05:43:12,2025-09-09T05:43:12,52046.15,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000070,SET_000070,PAYFLOW,POSTED
BANK_000084,BANK_002,2025-09-09T05:53:44,2025-09-09T05:53:44,1340.48,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000407,REF_000407,CUST_004291,POSTED
BANK_000085,BANK_002,2025-09-09T12:16:16,2025-09-09T12:16:16,306.80,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000219,REF_000219,CUST_007208,POSTED
BANK_000086,BANK_002,2025-09-09T15:50:25,2025-09-09T15:50:25,1895.67,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000391,REF_000391,CUST_005522,POSTED
BANK_000087,BANK_002,2025-09-09T17:44:51,2025-09-09T17:44:51,1489.81,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000225,REF_000225,CUST_003302,POSTED
BANK_000088,BANK_002,2025-09-09T18:43:22,2025-09-09T18:43:22,339.19,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000114,REF_000114,CUST_000937,POSTED
BANK_000089,BANK_002,2025-09-09T19:11:53,2025-09-09T19:11:53,731.60,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000251,REF_000251,CUST_001721,POSTED
BANK_000090,BANK_002,2025-09-09T20:12:44,2025-09-09T20:12:44,27030.19,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000069,SET_000069,PAYFLOW,POSTED
BANK_000091,BANK_002,2025-09-09T20:38:49,2025-09-09T20:38:49,42035.58,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000049,SET_000049,PAYFLOW,POSTED
BANK_000092,BANK_002,2025-09-09T21:25:37,2025-09-09T21:25:37,234.98,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000188,REF_000188,CUST_001479,POSTED
BANK_000093,BANK_002,2025-09-09T21:48:19,2025-09-09T21:48:19,29568.95,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000059,SET_000059,PAYFLOW,POSTED
BANK_000094,BANK_002,2025-09-09T23:33:15,2025-09-09T23:33:15,38430.53,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000048,SET_000048,PAYFLOW,POSTED
BANK_000095,BANK_002,2025-09-10T00:02:17,2025-09-10T00:02:17,40719.35,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000050,SET_000050,PAYFLOW,POSTED
BANK_000096,BANK_002,2025-09-10T00:46:14,2025-09-10T00:46:14,848.02,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000280,REF_000280,CUST_005085,POSTED
BANK_000097,BANK_002,2025-09-10T02:55:38,2025-09-10T02:55:38,546.34,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000375,REF_000375,CUST_003086,POSTED
BANK_000098,BANK_002,2025-09-10T04:03:57,2025-09-10T04:03:57,31099.94,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000061,SET_000061,PAYFLOW,POSTED
BANK_000099,BANK_002,2025-09-10T04:14:04,2025-09-10T04:14:04,30574.52,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000062,SET_000062,PAYFLOW,POSTED
BANK_000100,BANK_002,2025-09-10T07:38:35,2025-09-10T07:38:35,47966.89,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000072,SET_000072,PAYFLOW,POSTED
BANK_000101,BANK_002,2025-09-10T10:30:09,2025-09-10T10:30:09,306.74,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000271,REF_000271,CUST_002963,POSTED
BANK_000102,BANK_002,2025-09-10T12:23:02,2025-09-10T12:23:02,738.56,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000289,REF_000289,CUST_002170,POSTED
BANK_000103,BANK_002,2025-09-10T20:24:09,2025-09-10T20:24:09,47661.57,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000075,SET_000075,PAYFLOW,POSTED
BANK_000104,BANK_002,2025-09-10T20:40:33,2025-09-10T20:40:33,32049.39,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000055,SET_000055,PAYFLOW,POSTED
BANK_000105,BANK_002,2025-09-10T21:23:14,2025-09-10T21:23:14,508.54,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000226,REF_000226,CUST_000661,POSTED
BANK_000106,BANK_002,2025-09-10T22:00:06,2025-09-10T22:00:06,44871.40,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000058,SET_000058,PAYFLOW,POSTED
BANK_000107,BANK_002,2025-09-10T22:15:21,2025-09-10T22:15:21,39296.47,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000087,SET_000087,PAYFLOW,POSTED
BANK_000108,BANK_002,2025-09-10T22:24:22,2025-09-10T22:24:22,47473.59,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000078,SET_000078,PAYFLOW,POSTED
BANK_000109,BANK_002,2025-09-10T22:33:45,2025-09-10T22:33:45,752.71,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000087,REF_000087,CUST_001817,POSTED
BANK_000110,BANK_002,2025-09-10T22:41:49,2025-09-10T22:41:49,37925.73,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000057,SET_000057,PAYFLOW,POSTED
BANK_000111,BANK_002,2025-09-11T00:06:39,2025-09-11T00:06:39,42282.90,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000088,SET_000088,PAYFLOW,POSTED
BANK_000112,BANK_002,2025-09-11T00:22:11,2025-09-11T00:22:11,897.98,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000112,REF_000112,CUST_001638,POSTED
BANK_000113,BANK_002,2025-09-11T00:54:41,2025-09-11T00:54:41,39565.25,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000056,SET_000056,PAYFLOW,POSTED
BANK_000114,BANK_002,2025-09-11T01:06:13,2025-09-11T01:06:13,40554.59,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000086,SET_000086,PAYFLOW,POSTED
BANK_000115,BANK_002,2025-09-11T01:09:37,2025-09-11T01:09:37,31979.32,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000063,SET_000063,PAYFLOW,POSTED
BANK_000116,BANK_002,2025-09-11T01:11:18,2025-09-11T01:11:18,669.06,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000016,REF_000016,CUST_008423,POSTED
BANK_000117,BANK_002,2025-09-11T01:58:08,2025-09-11T01:58:08,42822.87,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000079,SET_000079,PAYFLOW,POSTED
BANK_000118,BANK_002,2025-09-11T02:10:46,2025-09-11T02:10:46,318.60,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000412,REF_000412,CUST_002111,POSTED
BANK_000119,BANK_002,2025-09-11T03:44:52,2025-09-11T03:44:52,379.61,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000106,REF_000106,CUST_005623,POSTED
BANK_000120,BANK_002,2025-09-11T04:57:04,2025-09-11T04:57:04,506.81,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000367,REF_000367,CUST_002747,POSTED
BANK_000121,BANK_002,2025-09-11T05:47:23,2025-09-11T05:47:23,580.09,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000085,REF_000085,CUST_005041,POSTED
BANK_000122,BANK_002,2025-09-11T11:20:24,2025-09-11T11:20:24,325.13,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000356,REF_000356,CUST_003677,POSTED
BANK_000123,BANK_002,2025-09-11T14:23:50,2025-09-11T14:23:50,46322.59,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000064,SET_000064,PAYFLOW,POSTED
BANK_000124,BANK_002,2025-09-11T16:08:35,2025-09-11T16:08:35,36724.90,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000094,SET_000094,PAYFLOW,POSTED
BANK_000125,BANK_002,2025-09-11T18:15:03,2025-09-11T18:15:03,501.74,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000368,REF_000368,CUST_006070,POSTED
BANK_000126,BANK_002,2025-09-11T19:35:49,2025-09-11T19:35:49,796.56,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000190,REF_000190,CUST_002061,POSTED
BANK_000127,BANK_002,2025-09-11T20:20:56,2025-09-11T20:20:56,168.12,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000105,REF_000105,CUST_004733,POSTED
BANK_000128,BANK_002,2025-09-11T21:31:00,2025-09-11T21:31:00,30623.93,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000068,SET_000068,PAYFLOW,POSTED
BANK_000129,BANK_002,2025-09-11T21:36:47,2025-09-11T21:36:47,708.54,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000309,REF_000309,CUST_002601,POSTED
BANK_000130,BANK_002,2025-09-11T21:52:10,2025-09-11T21:52:10,42362.72,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000074,SET_000074,PAYFLOW,POSTED
BANK_000131,BANK_002,2025-09-11T22:12:40,2025-09-11T22:12:40,423.67,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000053,REF_000053,CUST_007027,POSTED
BANK_000132,BANK_002,2025-09-11T23:05:03,2025-09-11T23:05:03,24718.01,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000090,SET_000090,PAYFLOW,POSTED
BANK_000133,BANK_002,2025-09-11T23:05:33,2025-09-11T23:05:33,54406.75,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000065,SET_000065,PAYFLOW,POSTED
BANK_000134,BANK_002,2025-09-11T23:14:14,2025-09-11T23:14:14,271.28,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000115,REF_000115,CUST_006081,POSTED
